Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2018/016.948;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/06/2018;13/06/2018;-;-;-;"391,19";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Segredinho;-;Ipê;Ponto 1;"-28,6990250261772";"-51,3857171892496";-;-
2018/014.803;-;IPE GERAÇÃO DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;25/05/2018;25/05/2018;-;-;-;6000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Trabuco;-;Campestre da Serra;Ponto 1;"-28,6062634216025";"-51,2210726737976";-;-
2018/014.719;-;SERRA DOS CAVALINHOS I ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;24/05/2018;18/02/2020;-;-;-;12210000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Monte Alegre dos Campos;Ponto 1;"-28,796471025244";"-50,7297778129578";-;-
2018/014.695;-;PEZZI ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;24/05/2018;10/06/2020;-;-;-;23520000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Bom Jesus;Ponto 1;"-28,7931990538675";"-50,5646395683289";-;-
2018/014.640;-;SERRA DOS CAVALINHOS II ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;24/05/2018;23/03/2020;-;-;-;8450000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio das Antas;-;Monte Alegre dos Campos;Ponto 1;"-28,7912433437793";"-50,7456564903259";-;-
2018/012.988;-;ENERGÉTICA CAMPOS DE CIMA DA SERRA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/05/2018;01/04/2019;-;-;-;27140000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Francisco de Paula;Ponto 1;"-28,8068503926054";"-50,6134343147278";-;-
2018/012.984;-;LINHA EMÍLIA ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/05/2018;11/05/2018;-;-;-;11680000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Guaporé;Ponto 1;"-28,941312441153";"-51,7734575271606";-;-
2018/012.969;-;COTIPORÃ ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;11/05/2018;07/05/2020;-;-;-;3660000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Cotiporã;Ponto 1;"-28,9637684333985";"-51,7580723762512";-;-
2018/017.547;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;11/05/2018;08/07/2019;-;-;-;"429589,88";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Conceição;-;Coronel Barros;Ponto 1;"-28,4082";"-54,0438";-;-
2018/012.671;O-000.598/2020;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;09/05/2018;19/03/2019;-;-;-;"2327,8";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Pedras Brancas;-;Campestre da Serra;Ponto 1;"-28,8274009259032";"-51,1296659339681";-;-
2018/012.255;-;CAÇADOR ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;07/05/2018;27/03/2020;-;-;-;130000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Serafina Corrêa;Ponto 1;"-28,7066614390401";"-51,850597858429";-;-
2018/011.438;R-000.207/2019;SALTINHO ENERGÉTICA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;27/04/2018;01/04/2019;-;-;-;7320000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;rio Ituim;-;Ipê;Ponto 1;"-28,6179425479724";"-51,3555693626404";-;-
2018/010.895;-;ALS GERAÇÃO DE ENERGIA SPE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;24/04/2018;11/01/2019;-;-;-;145515;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Estrela;-;Estrela;Ponto 1;"-29,5212639574035";"-51,9060015678406";-;-
2018/010.797;-;Certel Rastro de Auto Geração de Energia S/A.;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;23/04/2018;23/04/2018;-;-;-;"1565099,64";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;São José do Herval;Ponto 1;"-29,0650976936578";"-52,2206568717957";-;-
2018/010.586;-;Cazuza Ferreira Energética S.A.;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;20/04/2018;20/04/2018;-;-;-;172100;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Francisco de Paula;Ponto 1;"-29,021163024524";"-50,730721950531";-;-
2018/010.581;-;Cooperativa de Distribuição de Energia Teutônia;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;20/04/2018;20/04/2018;-;-;-;323200;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Putinga;Ponto 1;"-29,0804385274724";"-52,2095847129822";-;-
2018/009.701;-;Cooperativa de Distribuição de Energia Teutônia;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;13/04/2018;06/08/2019;-;-;-;118888;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Boa Vista;-;Estrela;Ponto 1;"-29,4745539208389";"-51,866045335267";-;-
2018/011.746;-;Respiratus Energia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/04/2018;02/05/2018;-;-;-;11880;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Barracão;-;Bento Gonçalves;Ponto 1;"-29,1405555555556";"-51,4769444444444";-;-
2018/019.843;-;CHIMARRÃO ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;28/03/2018;30/05/2020;-;-;-;3620000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Turvo;-;Muitos Capões;Ponto 1;"-28,5976";"-51,3997";-;-
2018/012.310;-;CERVEJARIA PETROPOLIS DO CENTRO OESTE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;22/03/2018;07/05/2018;-;-;-;"172408,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;Arroio do Baú;-;Trindade do Sul;Ponto 1;"-27,502904327491";"-52,8119874000549";-;-
2018/005.528;-;Amanda Fadel;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;05/03/2018;05/03/2018;-;-;-;123456;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Chimarrao;-;André da Rocha;Ponto 1;"-28,6088630814389";"-51,5082621574402";-;-
2018/003.531;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;09/02/2018;22/03/2019;-;-;-;"39455,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Sem denominação;-;Caxias do Sul;Ponto 1;"-29,1671439641435";"-51,0092751160888";-;-
2018/003.530;R-000.738/2020;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;09/02/2018;13/12/2019;-;-;-;"10055,36";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-29,168654";"-51,015124";-;-
2018/004.501;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando formalização de documentos;-;09/02/2018;17/10/2018;-;-;-;"22524,01";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-29,1742686136754";"-51,0578484317457";-;-
2018/004.498;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;09/02/2018;08/07/2020;-;-;-;"10179,57";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Sem denominação;-;Caxias do Sul;Ponto 1;"-29,176085";"-51,041886";-;-
2018/002.008;-;CAÇADOR ENERGÉTICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;24/01/2018;-;-;-;-;130000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Carreiro;-;Serafina Corrêa;Ponto 1;"-28,7072636874384";"-51,8507266044617";-;-
2018/001.390;-;SERRA DOS CAVALINHOS I ENERGETICA SA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;17/01/2018;-;-;-;-;12214000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Monte Alegre dos Campos;Ponto 1;"-28,7956436398849";"-50,7296061515808";-;-
2018/005.212;-;MFB PARTICIPAÇÕES LTDA - ME;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;11/01/2018;02/03/2018;-;-;-;17827;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Palmeiras;-;Panambi;Ponto 1;"-28,2453828410858";"-53,4149050712585";-;-
2017/040.172;O-001.050/2020;ENERGÉTICA RIO LIGEIRO LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;19/12/2017;01/06/2020;-;-;-;"12195,97";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Ligeiro;-;Santa Cecília do Sul;Ponto 1;"-28,1827777777778";"-51,8405555555556";-;-
2017/039.975;-;CERVEJARIA PETROPOLIS DO CENTRO OESTE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;18/12/2017;03/05/2018;-;-;-;66360;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Camaquã;Arroio Abranjo;-;Encruzilhada do Sul;Ponto 1;"-30,788137845681";"-52,6299404804176";-;-
2017/038.796;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;08/12/2017;18/04/2019;-;-;-;1749000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-28,6562484958429";"-52,7046132087708";-;-
2018/004.496;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;23/11/2017;17/12/2019;-;-;-;"12669,2";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-29,1830694909799";"-51,0669207572937";-;-
2018/004.495;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;23/11/2017;26/06/2020;-;-;-;"6166,5";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Sem denominação;-;Caxias do Sul;Ponto 1;"-29,1797";"-51,0877";-;-
2017/036.200;-;VALE DO TURVO HIDRELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;20/11/2017;21/11/2017;-;-;-;1017000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Telha;-;Ipê;Ponto 1;"-28,6376810856578";"-51,3851380348206";-;-
2017/034.744;-;"LIBRAGA, BRANDÃO &CIA LTDA";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;06/11/2017;07/11/2017;-;-;-;616000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Colorado;-;Tapera;Ponto 1;"-28,629469702166";"-52,9359483718872";-;-
2017/034.212;-;REDE VIVO PARTICIPAÇÕES LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;31/10/2017;14/11/2017;-;-;-;2720000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio da Varzea;-;Almirante Tamandaré do Sul;Ponto 1;"-28,103102185059";"-53,0151271820068";-;-
2017/032.326;-;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Desativado;-;17/10/2017;17/10/2017;-;-;-;56921;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio do Governador;-;Monte Alegre dos Campos;Ponto 1;"-28,7776651912685";"-50,6838154792786";-;-
2017/030.562;-;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Outorga;Indeferida;-;28/09/2017;26/03/2019;-;-;-;"1681,8";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Campestre da Serra;Ponto 1;"-28,8130555555556";"-51,1291666666667";-;-
2017/030.507;R-000.867/2020;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;28/09/2017;15/04/2020;-;-;-;"5974,33";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Goiabal;-;Ipê;Ponto 1;"-28,8227777777778";"-51,1727777777778";-;-
2017/028.944;-;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;12/09/2017;12/09/2017;-;-;-;"231,365";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Taquaruçu do Sul;Ponto 1;"-27,4161111111111";"-53,5486111111111";-;-
2017/028.789;R-000.741/2020;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;11/09/2017;06/02/2020;-;-;-;17720;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio São Tome;-;São Francisco de Paula;Ponto 1;"-28,9544444444444";"-50,6275";-;-
2017/028.734;-;FAXINAL GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;11/09/2017;11/09/2017;-;-;-;17000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Faxinal;-;Ipê;Ponto 1;"-28,6474359766876";"-51,3538098335266";-;-
2017/028.651;-;SAULO SALLES BEVILACQUA NETO;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;11/09/2017;11/09/2018;-;-;-;"8292,62";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Arroio da Reserva;-;Pinhal Grande;Ponto 1;"-29,1881";"-53,3474";-;-
2017/028.636;-;CENTRAL GERADORA HIDRELÉTRICA FORQUILHA LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em análise;-;09/09/2017;30/09/2020;-;-;-;1240000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Forquilha ou Inhandava;-;Maximiliano de Almeida;Ponto 1;"-27,6140889102323";"-51,7498262903609";-;-
2017/028.632;-;COOPERATIVA DE DESENVOLVIMENTO SOCIAL ENTRE RIOS LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;09/09/2017;05/09/2019;-;-;-;280000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Sem denominação;-;Inhacorá;Ponto 1;"-27,8973113016424";"-54,1076445579529";-;-
2017/028.406;-;Paulo Roberto Benites;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;06/09/2017;06/09/2017;-;-;-;"13166,02";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Barracão;-;Bento Gonçalves;Ponto 1;"-29,1405795517591";"-51,4766550064087";-;-
2018/019.382;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;05/09/2017;18/04/2019;-;-;-;3476917;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Tio Hugo;Ponto 1;"-28,5895713197703";"-52,582197189331";-;-
2018/016.227;-;LINHA ONZE OESTE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;04/09/2017;20/02/2020;-;-;-;"1141579,48";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Coronel Barros;Ponto 1;"-28,3509501011811";"-54,0045792129968";-;-
2018/024.313;-;"MUXFELDT, MARIA E CIA LTDA";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;04/09/2017;14/08/2018;-;-;-;45500;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Tapejara;Ponto 1;"-28,0555449150426";"-51,9210648536682";-;-
2017/027.906;-;CERTEL OLARIA GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;31/08/2017;28/09/2017;-;-;-;2914000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-29,1791";"-52,1687";-;-
2017/027.629;-;USINA HIDRELÉTRICA POERSCH LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;30/08/2017;30/08/2017;-;-;-;484920;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Inhacora;-;Boa Vista do Buricá;Ponto 1;"-27,6963342446127";"-54,1085886955261";-;-
2017/026.926;R-001.146/2020;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;24/08/2017;06/05/2020;-;-;-;6136;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Esteira;-;Monte Alegre dos Campos;Ponto 1;"-28,6736111111111";"-50,85";-;-
2017/026.651;R-000.866/2020;Aecogeo Soluções Ambientais Ltda;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;22/08/2017;22/04/2020;-;-;-;70004;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Vieira;-;Ipê;Ponto 1;"-28,8182439423207";"-51,1834788322449";-;-
2017/026.441;-;PRIMOS GERADORA DE ENERGIA ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;21/08/2017;21/08/2017;-;-;-;126800;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Barbosa;-;Condor;Ponto 1;"-28,2265162952635";"-53,6375069618225";-;-
2017/025.508;-;VALE DO TURVO HIDRELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;14/08/2017;14/11/2017;-;-;-;5000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;André da Rocha;Ponto 1;"-28,5702760174544";"-51,4067673683166";-;-
2017/019.010;-;NERI LORENZ;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;27/06/2017;27/06/2017;-;-;-;1365;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Humaitá;Ponto 1;"-27,5361684313799";"-53,9702725410461";-;-
2017/013.899;-;Cambara SA Produtos Florestais;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em andamento;-;11/05/2017;-;-;-;-;"3424728,8";"Abastecimento industrial, Aproveitamento hidrelétrico, Consumo humano";Bacia Hidrográfica do Rio Taquari-Antas;Arroio Arcada;-;Cambará do Sul;Ponto 1;"-28,9467203492225";"-50,055878162384";-;-
2017/011.290;O-001.609/2020;ITASUL ENERGY GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;30/03/2017;31/08/2020;-;-;-;"8828,78";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Lajeado Tigre;-;Machadinho;Ponto 1;"-27,5935766943117";"-51,6129326820373";-;-
2017/008.814;-;Hidroelétrica Palmeiras S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;06/03/2017;06/04/2017;-;-;-;133750000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Palmeira;-;Condor;Ponto 1;"-28,2488888888889";"-53,5613888888889";-;-
2017/005.275;O-000.957/2020;CONQUISTA GERAÇÃO DE ENERGIA ELÉTRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;06/03/2017;11/05/2020;-;-;-;485000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Arroio da Ilha;-;Carazinho;Ponto 1;"-28,2623";"-53,1211";-;-
2018/002.777;-;BORTOLON AGROCOMERCIAL EIRELI;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;30/01/2017;01/02/2018;-;-;-;"20588,4";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Socorro;-;Vacaria;Ponto 1;"-28,2995";"-50,856";-;-
2017/000.678;-;IJUI CENTENARIA GERACAO SPE LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Indeferida;-;11/01/2017;26/05/2020;-;-;-;26759;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Potiribu;-;Ijuí;Ponto 1;"-28,3713467861906";"-53,8794412024506";-;-
2016/020.980;-;Primo Tedesco S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;26/10/2016;28/10/2016;-;-;-;3400;Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio da Glória;-;Santo Antônio do Planalto;Ponto 1;"-28,4617872279147";"-52,6995491981506";-;-
2016/016.345;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;14/09/2016;14/09/2016;-;-;-;11413;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Arroio do Muniz;-;São Francisco de Paula;Ponto 1;"-29,2325831968826";"-50,7636833191645";-;-
2016/014.637;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;30/08/2016;02/09/2016;-;-;-;2719;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Arroio Conceição;-;Boa Vista do Cadeado;Ponto 1;"-28,5566666666667";"-53,7958333333333";-;-
2016/014.241;-;"JCS Engenharia, Consultoria e Participações EIRELLI - EPP";Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;26/08/2016;05/11/2018;-;-;-;"16615,37";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Contrato;-;São Francisco de Paula;Ponto 1;"-29,0311344094338";"-50,7560014725459";-;-
2016/013.809;O-001.392/2020;Hidroelétrica Sperotto Queda do Turvo Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;23/08/2016;21/07/2020;-;-;-;210000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Rio Turvo;-;Santo Augusto;Ponto 1;"-27,8708722237738";"-53,6951422691345";-;-
2016/013.306;-;Consórcio Forqueta;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;19/08/2016;19/08/2016;-;-;-;631900;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-29,1465";"-52,1866";-;-
2016/013.375;-;Consórcio Forqueta;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;18/08/2016;19/08/2016;-;-;-;29140;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio do Meio;-;Arroio do Meio;Ponto 1;"-29,3956";"-51,8883";-;-
2016/012.894;-;Cooperativa de Geração de Energia e Desenvolvimento Social LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;16/08/2016;29/08/2016;-;-;-;248100;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Boa Vista do Cadeado;Ponto 1;"-28,7958333333333";"-53,9716666666667";-;-
2016/011.951;-;Energias Complementares do Brasil Geração de Energia Elétrica S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;08/08/2016;27/10/2016;-;-;-;13600000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Rio Ijuizinho;-;Eugênio de Castro;Ponto 1;"-28,4431";"-54,2883";-;-
2018/009.051;-;Jean Carlos Stahelin;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;05/08/2016;08/04/2018;-;-;-;"391,19";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Segredinho;-;Ipê;Ponto 1;"-28,6991";"-51,3856";-;-
